record,record_id,species_common_name,species_abbreviation,species_scientific_name,count,lat
1,1083001,Royal / Wandering albatross,DIOEPOSANANTEXU,Diomedea epomophora / sanfordi / antipodensis / exulans,6,-45.916666666666664
2,1083001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-45.916666666666664
3,1083001,Cape petrel,DAPCAP,Daption capense,8,-45.916666666666664
4,1083001,Fairy prion,PACTUR,Pachyptila turtur,2,-45.916666666666664
5,1083001,Sooty shearwater,PUFGRI,Puffinus griseus,4,-45.916666666666664
6,1084001,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,10,-35.53333333333333
7,1084001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-35.53333333333333
8,1084001,Sooty shearwater,PUFGRI,Puffinus griseus,18,-35.53333333333333
9,1084002,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,10,-37.666666666666664
10,1084002,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-37.666666666666664
11,1084002,Cape petrel,DAPCAP,Daption capense,2,-37.666666666666664
12,1084002,Prion ,PACSP,Pachyptila sp,2,-37.666666666666664
13,1084002,Sooty shearwater,PUFGRI,Puffinus griseus,8,-37.666666666666664
14,1084002,Seabird ,SEABUN,NA,1,-37.666666666666664
15,1084003,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,14,-40
16,1084003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,4,-40
17,1084003,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-40
18,1084003,Cape petrel,DAPCAP,Daption capense,8,-40
19,1084003,Fairy prion,PACTUR,Pachyptila turtur,18,-40
20,1086001,Fairy prion,PACTUR,Pachyptila turtur,6,-36.166666666666664
21,1086001,Black petrel,PROPAR,Procellaria parkinsoni,55,-36.166666666666664
22,1086001,Australasian gannet,MORSER,Morus serrator,12,-36.166666666666664
23,1086002,Wilson's storm petrel,OCEOCE,Oceanites oceanicus,22,-35.416666666666664
24,1086002,Australasian gannet,MORSER,Morus serrator,7,-35.416666666666664
25,1086003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-35.25
26,1086003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-35.25
27,1086003,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,3,-35.25
28,1086003,Northern giant petrel,MACHAL,Macronectes halli,3,-35.25
29,1086003,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-35.25
30,1086003,Sooty shearwater,PUFGRI,Puffinus griseus,1,-35.25
31,1086004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-35.3
32,1086004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-35.3
33,1086004,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,3,-35.3
34,1086004,Northern giant petrel,MACHAL,Macronectes halli,1,-35.3
35,1086004,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,1,-35.3
36,1086005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-36.5
37,1086005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-36.5
38,1086005,Northern royal albatross,DIOSAN,Diomedea sanfordi,2,-36.5
39,1086005,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,4,-36.5
40,1086005,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,2,-36.5
41,1086005,Petrel ,PETRUN,NA,2,-36.5
42,1086006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-36.333333333333336
43,1086006,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,3,-36.333333333333336
44,1086007,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,1,-39.18333333333333
45,1086007,Sooty shearwater,PUFGRI,Puffinus griseus,1,-39.18333333333333
46,1086007,Australasian gannet,MORSER,Morus serrator,1,-39.18333333333333
47,1087001,[NO BIRDS RECORDED],NA,NA,NA,NA
48,1087002,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39.666666666666664
49,1087002,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,2,-39.666666666666664
50,1087002,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39.666666666666664
51,1087002,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,3,-39.666666666666664
52,1087003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39.666666666666664
53,1087003,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,2,-39.666666666666664
54,1087003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39.666666666666664
55,1087003,White-chinned petrel,PROAEQ,Procellaria aequinoctialis,6,-39.666666666666664
56,1087003,Sooty shearwater,PUFGRI,Puffinus griseus,48,-39.666666666666664
57,1087003,Diving-petrel ,PELSP,Pelecanoides sp.,1,-39.666666666666664
58,1087004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39.85
59,1087004,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,2,-39.85
60,1087004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39.85
61,1087005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-39.93333333333333
62,1087005,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,2,-39.93333333333333
63,1087005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-39.93333333333333
64,1087006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-40
65,1087006,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,2,-40
66,1087006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-40
67,1087007,Diving-petrel ,PELSP,Pelecanoides sp.,2,-40
68,1087008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40.1
69,1087008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40.1
70,1087008,Southern royal albatross,DIOEPO,Diomedea epomophora,2,-40.1
71,1087008,Southern royal albatross,DIOEPO,Diomedea epomophora,3,-40.1
72,1087008,Cape petrel,DAPCAP,Daption capense,4,-40.1
73,1087008,Broad-billed prion,PACVIT,Pachyptila vittata,48,-40.1
74,1087009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-40.166666666666664
75,1087009,Royal albatross sensu lato,DIOEPOSAN,Diomedea epomophora / sanfordi,1,-40.166666666666664
76,1087009,Fairy prion,PACTUR,Pachyptila turtur,4,-40.166666666666664
77,1087009,Buller's shearwater,PUFBUL,Puffinus bulleri,4,-40.166666666666664
78,1087009,Sooty shearwater,PUFGRI,Puffinus griseus,2,-40.166666666666664
79,1087009,Broad-billed prion,PACVIT,Pachyptila vittata,32,-40.166666666666664
80,1087010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-40.2
81,1087010,Buller's shearwater,PUFBUL,Puffinus bulleri,2,-40.2
82,1087010,Skua ,SKUAUN,Catharacta / Stercorarius sp.,1,-40.2
83,1087011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-40.21666666666667
84,1087011,Cape petrel,DAPCAP,Daption capense,3,-40.21666666666667
85,1087011,Buller's shearwater,PUFBUL,Puffinus bulleri,15,-40.21666666666667
86,1087011,Sooty shearwater,PUFGRI,Puffinus griseus,2,-40.21666666666667
87,1087011,Australasian gannet,MORSER,Morus serrator,2,-40.21666666666667
88,1088001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,6,-33
89,1088001,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
90,1088001,Cape petrel,DAPCAP,Daption capense,5,-33
91,1088001,Flesh-footed shearwater,PUFCAR,Puffinus carneipes,1,-33
92,1088001,Subantarctic skua,CATANT,Catharacta antarctica,1,-33
93,1088002,Wedge-tailed shearwater,PUFPAC,Puffinus pacificus,40,-33
94,1088002,Black-winged petrel,PTENIG,Pterodroma nigripennis,2,-33
95,1088003,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,7,-34
96,1088003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34
97,1088003,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34
98,1088003,Cape petrel,DAPCAP,Daption capense,3,-34
99,1088003,Pomarine skua,STEPOM,Stercorarius pomarinus,2,-34
100,1088004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-35
101,1088004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,5,-35
102,1088004,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,5,-35
103,1088004,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-35
104,1088004,Cape petrel,DAPCAP,Daption capense,4,-35
105,1088004,Shearwater ,PUFSP,Puffinus sp.,2,-35
106,1088005,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-36
107,1088005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,7,-36
108,1088005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,5,-36
109,1088005,Cape petrel,DAPCAP,Daption capense,3,-36
110,1088005,Sooty shearwater,PUFGRI,Puffinus griseus,2,-36
111,1088006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-37
112,1088006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,5,-37
113,1088006,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-37
114,1088006,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-37
115,1088006,Cape petrel,DAPCAP,Daption capense,2,-37
116,1088007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,7,-39
117,1088007,Cape petrel,DAPCAP,Daption capense,1,-39
118,1088007,Sooty shearwater,PUFGRI,Puffinus griseus,4,-39
119,1088008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,6,-40
120,1088008,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-40
121,1088008,Cape petrel,DAPCAP,Daption capense,6,-40
122,1088008,Prion ,PACSP,Pachyptila sp,5,-40
123,1088008,Sooty shearwater,PUFGRI,Puffinus griseus,26,-40
124,1088008,Black-bellied storm petrel,FRETRO,Fregetta tropica,5,-40
125,1088008,Tern ,STENSP,Sterna sp.,1,-40
126,1088009,Shearwater ,PUFSP,Puffinus sp.,100,-40
127,1088010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,11,-40
128,1088010,Cape petrel,DAPCAP,Daption capense,4,-40
129,1088010,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-40
130,1088010,White-headed petrel,PTELES,Pterodroma lessonii,1,-40
131,1088010,Prion ,PACSP,Pachyptila sp,1,-40
132,1088010,Sooty shearwater,PUFGRI,Puffinus griseus,32,-40
133,1088010,White-bellied storm petrel,FREGRA,Fregetta grallaria,4,-40
134,1088011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,11,-41
135,1088011,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-41
136,1088011,Cape petrel,DAPCAP,Daption capense,5,-41
137,1088011,Prion ,PACSP,Pachyptila sp,100,-41
138,1088011,Shearwater ,PUFSP,Puffinus sp.,8,-41
139,1088011,Black-winged petrel,PTENIG,Pterodroma nigripennis,1,-41
140,1088012,Cape petrel,DAPCAP,Daption capense,1,-42
141,1088013,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-42
142,1088013,Cape petrel,DAPCAP,Daption capense,2,-42
143,1088013,Tern ,STENSP,Sterna sp.,1,-42
144,1088014,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-43
145,1088014,Cape petrel,DAPCAP,Daption capense,1,-43
146,1088014,Black-bellied storm petrel,FRETRO,Fregetta tropica,1,-43
147,1088015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-44
148,1088015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-44
149,1088015,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-44
150,1088015,Giant petrel sensu lato,MACSP,Macronectes sp.,9,-44
151,1088015,Cape petrel,DAPCAP,Daption capense,27,-44
152,1088015,White-headed petrel,PTELES,Pterodroma lessonii,1,-44
153,1088015,Black-bellied storm petrel,FRETRO,Fregetta tropica,3,-44
154,1088016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-46
155,1088016,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-46
156,1088016,Giant petrel sensu lato,MACSP,Macronectes sp.,5,-46
157,1088016,Cape petrel,DAPCAP,Daption capense,5,-46
158,1088017,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-46
159,1088017,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,5,-46
160,1088017,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-46
161,1088017,Buller's mollymawk,THABUL,Thalassarche bulleri,3,-46
162,1088017,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,2,-46
163,1088017,Giant petrel sensu lato,MACSP,Macronectes sp.,4,-46
164,1088017,Cape petrel,DAPCAP,Daption capense,25,-46
165,1088017,Prion ,PACSP,Pachyptila sp,20,-46
166,1092001,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-36
167,1092001,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-36
168,1092001,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-36
169,1092001,Cape petrel,DAPCAP,Daption capense,2,-36
170,1092001,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,8,-36
171,1092001,Buller's shearwater,PUFBUL,Puffinus bulleri,2,-36
172,1092001,Southern black-backed gull,LARDOM,Larus dominicanus,2,-36
173,1092002,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-34
174,1092002,Buller's shearwater,PUFBUL,Puffinus bulleri,9,-34
175,1092002,Sooty shearwater,PUFGRI,Puffinus griseus,1,-34
176,1092002,Storm-petrel ,STPEUN,NA,8,-34
177,1092003,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-34
178,1092003,Flesh-footed shearwater,PUFCAR,Puffinus carneipes,4,-34
179,1092003,Buller's shearwater,PUFBUL,Puffinus bulleri,202,-34
180,1092003,Australasian gannet,MORSER,Morus serrator,1,-34
181,1092004,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,NA,-34
182,1092005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-34
183,1092005,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-34
184,1092005,Giant petrel sensu lato,MACSP,Macronectes sp.,3,-34
185,1092005,Flesh-footed shearwater,PUFCAR,Puffinus carneipes,9,-34
186,1092005,Buller's shearwater,PUFBUL,Puffinus bulleri,73,-34
187,1092005,Australasian gannet,MORSER,Morus serrator,4,-34
188,1092005,Southern black-backed gull,LARDOM,Larus dominicanus,8,-34
189,1092006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
190,1092006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
191,1092006,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
192,1092006,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-34
193,1092006,Cape petrel,DAPCAP,Daption capense,2,-34
194,1092006,All dark shearwater ,PUFSPDRK,NA,1,-34
195,1092007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,5,-34
196,1092007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
197,1092007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
198,1092007,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
199,1092007,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-34
200,1092007,Cape petrel,DAPCAP,Daption capense,2,-34
201,1092008,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,8,-34
202,1092008,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-34
203,1092008,Cape petrel,DAPCAP,Daption capense,8,-34
204,1092008,Buller's shearwater,PUFBUL,Puffinus bulleri,1,-34
205,1092009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
206,1092009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-34
207,1092009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
208,1092009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
209,1092009,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-34
210,1092009,Cape petrel,DAPCAP,Daption capense,2,-34
211,1092009,Shearwater ,PUFSP,Puffinus sp.,4,-34
212,1092010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
213,1092010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
214,1092010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-34
215,1092010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
216,1092010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
217,1092010,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-34
218,1092010,Cape petrel,DAPCAP,Daption capense,7,-34
219,1092011,White-headed petrel,PTELES,Pterodroma lessonii,NA,-34
220,1092012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
221,1092012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
222,1092012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-34
223,1092012,Cape petrel,DAPCAP,Daption capense,2,-34
224,1092012,Sooty shearwater,PUFGRI,Puffinus griseus,1,-34
225,1092012,Shearwater ,PUFSP,Puffinus sp.,1,-34
226,1092013,Red-tailed tropicbird,PHARUB,Phaethon rubricauda,NA,-34
227,1092014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
228,1092014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
229,1092014,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
230,1092014,Cape petrel,DAPCAP,Daption capense,3,-34
231,1092014,Shearwater ,PUFSP,Puffinus sp.,7,-34
232,1092015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
233,1092015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
234,1092015,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
235,1092015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
236,1092015,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
237,1092015,Cape petrel,DAPCAP,Daption capense,3,-33
238,1092015,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,2,-33
239,1092016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-34
240,1092016,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-34
241,1092016,Shearwater ,PUFSP,Puffinus sp.,2,-34
242,1092017,Australasian gannet,MORSER,Morus serrator,NA,-33
243,1092018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
244,1092018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
245,1092018,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
246,1092018,Cape petrel,DAPCAP,Daption capense,2,-33
247,1092018,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,1,-33
248,1092020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-33
249,1092020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
250,1092020,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-33
251,1092020,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,3,-33
252,1092020,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
253,1092020,Cape petrel,DAPCAP,Daption capense,2,-33
254,1092021,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,6,-33
255,1092021,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,7,-33
256,1092021,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,2,-33
257,1092021,Cape petrel,DAPCAP,Daption capense,3,-33
258,1092021,Sooty shearwater,PUFGRI,Puffinus griseus,1,-33
259,1092022,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
260,1092022,Cape petrel,DAPCAP,Daption capense,1,-33
261,1092022,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,2,-33
262,1092023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
263,1092023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
264,1092023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-33
265,1092023,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-33
266,1092023,Cape petrel,DAPCAP,Daption capense,3,-33
267,1092023,Grey-faced petrel,PTEMACGOU,Pterodroma macroptera  gouldi,3,-33
268,1092024,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,8,-33
269,1092024,Black-browed albatross sensu lato,DIOIMPMEL,Diomedea impavida / melanophrys,1,-33
270,1092024,Cape petrel,DAPCAP,Daption capense,2,-33
271,1100001,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-45
272,1100001,Shy / White-capped mollymawk,THACAUCAUSTE,Thallassarche cauta cauta / steadi,1,-45
273,1100001,Salvin's mollymawk,THASAL,Thalassarche salvini,2,-45
274,1100001,Grey-headed mollymawk,THACHR,Thalassarche chrysostoma,1,-45
275,1100001,Cape petrel,DAPCAP,Daption capense,6,-45
276,1100001,Sooty shearwater,PUFGRI,Puffinus griseus,50,-45
277,1100001,Southern black-backed gull,LARDOM,Larus dominicanus,25,-45
278,1100002,Salvin's mollymawk,THASAL,Thalassarche salvini,2,-45
279,1100002,Cape petrel,DAPCAP,Daption capense,3,-45
280,1100002,Sooty shearwater,PUFGRI,Puffinus griseus,500,-45
281,1100002,Southern black-backed gull,LARDOM,Larus dominicanus,20,-45
282,1100003,Cape petrel,DAPCAP,Daption capense,6,-46
283,1100003,Sooty shearwater,PUFGRI,Puffinus griseus,250,-46
284,1100004,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-46
285,1100004,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-46
286,1100004,Cape petrel,DAPCAP,Daption capense,6,-46
287,1100004,Prion ,PACSP,Pachyptila sp,2,-46
288,1100004,Sooty shearwater,PUFGRI,Puffinus griseus,200,-46
289,1100004,Southern black-backed gull,LARDOM,Larus dominicanus,2,-46
290,1100005,Salvin's mollymawk,THASAL,Thalassarche salvini,1,-46
291,1100005,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-46
292,1100005,Cape petrel,DAPCAP,Daption capense,9,-46
293,1100005,Sooty shearwater,PUFGRI,Puffinus griseus,200,-46
294,1100006,Buller's mollymawk,THABUL,Thalassarche bulleri,1,-46
295,1100006,Giant petrel sensu lato,MACSP,Macronectes sp.,2,-46
296,1100006,Cape petrel,DAPCAP,Daption capense,9,-46
297,1100006,Sooty shearwater,PUFGRI,Puffinus griseus,100,-46
298,1100006,Southern black-backed gull,LARDOM,Larus dominicanus,1,-46
299,1100007,Salvin's mollymawk,THASAL,Thalassarche salvini,1,-46
300,1100007,Giant petrel sensu lato,MACSP,Macronectes sp.,1,-46
301,1100007,Cape petrel,DAPCAP,Daption capense,8,-46
302,1100007,Prion ,PACSP,Pachyptila sp,2,-46
303,1100007,Sooty shearwater,PUFGRI,Puffinus griseus,20,-46
304,1100007,Southern black-backed gull,LARDOM,Larus dominicanus,9,-46
305,1100008,Cape petrel,DAPCAP,Daption capense,7,-46
306,1100008,Prion ,PACSP,Pachyptila sp,3,-46
307,1100008,Sooty shearwater,PUFGRI,Puffinus griseus,15,-46
308,1100008,Southern black-backed gull,LARDOM,Larus dominicanus,6,-46
309,1100009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,3,-45
310,1100009,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
311,1100009,Southern royal albatross,DIOEPO,Diomedea epomophora,2,-45
312,1100009,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,1,-45
313,1100009,Cape petrel,DAPCAP,Daption capense,12,-45
314,1100009,Sooty shearwater,PUFGRI,Puffinus griseus,8,-45
315,1100009,Black / White-bellied storm-petrel,FREGRATRO,Fregetta grallaria / tropica,1,-45
316,1100010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45
317,1100010,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
318,1100010,Southern royal albatross,DIOEPO,Diomedea epomophora,1,-45
319,1100010,Shy / white-capped / Salvin's /  Chatham mollymawk,THACAUSALERE,Thalassarche cauta / salvini / eremita,2,-45
320,1100010,Cape petrel,DAPCAP,Daption capense,14,-45
321,1100010,Mottled petrel,PTEINE,Pterodroma inexpectata,6,-45
322,1100010,Sooty shearwater,PUFGRI,Puffinus griseus,6,-45
323,1100011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-45
324,1100011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,6,-45
325,1100011,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45
326,1100011,Southern royal albatross,DIOEPO,Diomedea epomophora,2,-45
327,1100011,Cape petrel,DAPCAP,Daption capense,2,-45
328,1100011,Sooty shearwater,PUFGRI,Puffinus griseus,4,-45
329,1100012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,7,-45
330,1100012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45
331,1100012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,4,-45
332,1100012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,2,-45
333,1100012,Wandering albatross sensu lato,DIOANTEXU,Diomedea antipodensis / exulans,1,-45
